id,last_name,first_name,middle_name,suffix,date_of_birth,protected_address,street_address,municipality,zip_code,status,eligible_date,must_show_id,drivers_license,state_id,precinct,ballot_style,voted,absentee,return_status
9575347,MEYER,ADAM,,,2/9/40,FALSE,12706 LYONS STREET,DONNER,96162,S,1/9/02,FALSE,N6248149,1349432044,04110,04110-0009,TRUE,FALSE,
2028248,FERNANDEZ,EUGENE,,,10/5/31,FALSE,945 OLD GATE PLAZA,TAHOE DONNER,96161,A,3/8/10,FALSE,O0613302,1900462475,04110,04110-0009,TRUE,TRUE,
8860076,LANE,STEVEN,SHARON,,9/4/34,TRUE,21223 SCOTT PLAZA,BOCA,96161,S,11/4/02,TRUE,O0695849,1122554787,04110,04110-0007,TRUE,FALSE,
8680213,COOK,RONALD,,,6/10/29,TRUE,3 NOBEL TRAIL,TRUCKEE,96160,S,11/4/12,TRUE,O3270190,1596137238,04110,04110-0006,TRUE,TRUE,
3720518,GILBERT,MARIE,,III,11/17/91,FALSE,3 LONGVIEW PLACE,GLENSHIRE,96161,A,6/10/11,TRUE,O7807583,1232919872,04110,04110-0004,TRUE,TRUE,PB
3823107,MCDONALD,ROY,KAREN,,5/29/88,FALSE,8234 TROY DRIVE,DONNER,96162,A,1/6/10,TRUE,P7423631,1450605794,04110,04110-0007,FALSE,TRUE,
6212656,CARROLL,RUBY,JIMMY,,7/3/90,TRUE,412 HAAS AVENUE,TAHOE DONNER,96161,S,1/1/13,TRUE,Q3514542,1980596910,04110,04110-0009,TRUE,FALSE,
7924392,RODRIGUEZ,MARIA,ERNEST,,8/31/78,FALSE,637 SPRINGVIEW PLACE,DONNER LAKE,96161,A,2/29/12,TRUE,Q4997360,1862642737,04110,04110-0004,TRUE,FALSE,
8169805,JOHNSTON,KELLY,JACQUELINE,,1/25/54,TRUE,73883 CROWLEY COURT,WEST TRUCKEE,96162,A,9/21/08,TRUE,Q6686188,1184193723,04110,04110-0006,TRUE,FALSE,
6782390,ROSS,KAREN,,,11/30/38,TRUE,09 SUMMERVIEW POINT,DONNER LAKE,96161,S,2/28/00,FALSE,R1589442,1687437941,04110,04110-0005,FALSE,FALSE,
7265407,NICHOLS,MATTHEW,,,6/3/78,TRUE,6 CANARY CENTER,GLENSHIRE,96161,A,3/6/15,FALSE,R2246766,1582713800,04110,04110-0008,FALSE,FALSE,
3777432,ANDREWS,LAWRENCE,,,12/16/63,FALSE,246 MELBY PARKWAY,TRUCKEE,96160,S,5/27/14,TRUE,R3278890,1939626771,04110,04110-0005,FALSE,TRUE,
5139439,LOPEZ,JEREMY,,,10/1/65,FALSE,26 DORTON LANE,SOUTH LAKE TAHOE,96158,S,12/4/02,FALSE,S0307502,1447149790,04110,04110-0001,TRUE,TRUE,
3872721,DIAZ,BOBBY,,,5/16/55,FALSE,251 SERVICE PLAZA,SOUTH LAKE TAHOE,96158,S,11/22/05,FALSE,T1489760,1724752036,04110,04110-0010,FALSE,TRUE,
9964845,FERGUSON,IRENE,WILLIAM,,12/17/97,TRUE,1 HEATH WAY,TAHOE DONNER,96161,A,11/6/06,TRUE,U0032014,1884060225,04110,04110-0006,FALSE,FALSE,PB
2352974,HILL,STEVEN,,,10/29/66,TRUE,3 THACKERAY ROAD,WEST TRUCKEE,96162,S,1/28/11,FALSE,V1776579,1115817394,04110,04110-0010,FALSE,FALSE,
4355664,MURPHY,DORIS,,,11/17/76,FALSE,74 REINKE POINT,NORTHSTAR,96161,S,2/5/08,TRUE,V6182609,1211343942,04110,04110-0006,FALSE,TRUE,
6723259,FOSTER,WILLIAM,LOUISE,,6/20/50,FALSE,5773 EGGENDART PASS,TAHOE VALLEY,96158,S,2/23/05,TRUE,W0705602,1884238125,04110,04110-0002,FALSE,TRUE,
3239611,WILLIS,LINDA,JANE,,11/26/42,FALSE,096 LIGHTHOUSE BAY ROAD,NORTHSTAR,96161,S,11/16/08,FALSE,W7626957,1867324955,04110,04110-0001,FALSE,FALSE,PB
7773942,BROOKS,BRIAN,,,5/1/61,FALSE,0424 DAYTON CROSSING,PROSSER LAKEVIEW,96161,S,9/17/09,TRUE,W9829951,1054843242,04110,04110-0008,TRUE,FALSE,PB
1517514,FRANKLIN,ROSE,,,10/17/53,FALSE,3 LEROY WAY,WEST TRUCKEE,96162,A,5/25/00,TRUE,X4353571,1887493377,04110,04110-0003,FALSE,TRUE,
4338390,HARRIS,JANE,,,9/19/87,TRUE,78 CHEROKEE STREET,GLENSHIRE,96161,A,8/25/05,FALSE,X5276098,1750986215,04110,04110-0001,FALSE,TRUE,
2420762,NGUYEN,PHILLIP,,,9/30/53,TRUE,96701 COMMERCIAL ALLEY,TRUCKEE,96161,A,8/28/08,FALSE,X8259938,1140725089,04110,04110-0009,FALSE,FALSE,
5837849,HARPER,SHARON,,,2/7/80,FALSE,176 JOHN WALL COURT,S LAKE TAHOE,96158,A,7/18/09,TRUE,X8466972,1146151982,04110,04110-0007,FALSE,FALSE,
1146703,BENNETT,EVELYN,,,11/26/42,FALSE,85999 WEST PARK,DONNER LAKE,96161,S,8/23/14,FALSE,,1014972013,04110,04110-0001,FALSE,FALSE,
1662383,HICKS,ROY,ROY,,1/2/60,FALSE,6375 BARBY PLAZA,TRUCKEE,96161,S,12/4/14,FALSE,,1514070284,04110,04110-0008,TRUE,TRUE,
3183450,ANDREWS,THERESA,RUBY,,6/17/80,TRUE,95 OAKRIDGE COURT,S LAKE TAHOE,96158,S,8/17/08,TRUE,,1562442059,04110,04110-0007,TRUE,TRUE,
4231224,RODRIGUEZ,DONALD,,,9/6/40,TRUE,905 SHERMAN TERRACE,S LAKE TAHOE,96158,S,11/15/13,FALSE,,1500671472,04110,04110-0002,FALSE,TRUE,
5034765,LEWIS,RALPH,,,1/19/59,FALSE,8 MERCHANT DRIVE,DONNER,96162,A,7/6/05,TRUE,,1208115300,04110,04110-0008,FALSE,TRUE,
5091457,ROMERO,JOSE,CHRIS,,4/17/87,TRUE,37869 VEITH LANE,HOBART MILLS,96161,S,3/30/09,FALSE,,1066019237,04110,04110-0005,FALSE,TRUE,
8850693,WEST,WILLIAM,,,11/6/31,TRUE,76 ERIE COURT,PROSSER LAKEVIEW,96161,A,11/25/11,FALSE,,1280141914,04110,04110-0001,TRUE,TRUE,PB
9693502,MCDONALD,MILDRED,AMANDA,,1/3/72,FALSE,5009 DAYSTAR WAY,GLENSHIRE,96161,A,9/21/13,TRUE,,1339782655,04110,04110-0010,TRUE,TRUE,
9864845,WILLIAMS,ANGELA,RUSSELL,,9/7/86,TRUE,8 NORTHWESTERN WAY,DONNER LAKE,96161,A,5/6/00,FALSE,,1004859442,04110,04110-0008,TRUE,TRUE,
5134692,JAMES,LOUISE,,,2/20/34,FALSE,9 BELLGROVE TERRACE,S LAKE TAHOE,96156,S,7/31/16,FALSE,A5064676,1047510742,04100,04100-0006,TRUE,FALSE,
2207189,WILLIS,CRAIG,,,5/28/43,TRUE,1458 GRAEDEL HILL,ALPINE MEADOWS,96146,S,12/7/14,TRUE,C9622727,1297110664,04100,04100-0004,FALSE,FALSE,
7692067,WRIGHT,SANDRA,,,10/9/46,TRUE,0 MCCORMICK AVENUE,BROCKWAY,96143,A,10/8/06,FALSE,D4548384,1355171492,04100,04100-0004,FALSE,FALSE,
8923833,GIBSON,STEVEN,LILLIAN,,1/4/92,TRUE,37653 WESTEND LANE,FALLEN LEAF,96151,S,5/17/09,FALSE,D8670512,1555250341,04100,04100-0008,FALSE,FALSE,
4530467,COOPER,STEPHEN,LAURA,,6/4/88,TRUE,858 OHIO CROSSING,SOUTH LAKE TAHOE,96152,A,7/2/00,TRUE,E6726205,1697723845,04100,04100-0002,FALSE,FALSE,
5030241,MATTHEWS,BRUCE,NICOLE,III,4/24/96,FALSE,0 SACHTJEN CROSSING,KINGS BEACH,96143,S,7/7/00,TRUE,E8338429,1038450427,04100,04100-0009,TRUE,FALSE,
4411721,GARZA,NICHOLAS,,SR,10/20/54,TRUE,935 EGGENDART POINT,S LAKE TAHOE,96151,A,6/24/12,FALSE,F0144994,1080002597,04100,04100-0005,FALSE,TRUE,
3821906,JORDAN,MICHAEL,,,1/8/92,TRUE,45 ESCH PARKWAY,S LAKE TAHOE,96154,S,2/6/07,FALSE,G1359919,1859502979,04100,04100-0002,TRUE,FALSE,
2202783,FLORES,JIMMY,,IV,11/13/27,FALSE,18 SUGAR PLAZA,CAMP RICHARDSON,96156,A,8/28/04,FALSE,G3626224,1580169266,04100,04100-0001,FALSE,TRUE,
1318247,MURRAY,SCOTT,LOUISE,,9/29/90,TRUE,1044 CLAREMONT POINT,TAHOE PARADISE,96155,S,5/13/14,FALSE,G4436698,1056567346,04100,04100-0006,FALSE,TRUE,PB
2278196,BAKER,PETER,KATHERINE,,2/23/84,TRUE,5110 DEBRA JUNCTION,ALPINE MDWS,96145,S,8/21/04,TRUE,G9990186,1332214724,04100,04100-0009,FALSE,TRUE,
8238660,GREEN,NICHOLAS,,,2/24/90,FALSE,58899 CARBERRY PLACE,SOUTH LAKE TAHOE,96151,A,1/18/16,TRUE,H0195123,1840547746,04100,04100-0009,TRUE,TRUE,
2734498,WASHINGTON,LINDA,,,10/6/33,FALSE,57999 GRAYHAWK HILL,TAHOE CITY,96145,S,10/9/05,FALSE,H2283474,1415575230,04100,04100-0004,FALSE,FALSE,
3847693,MCDONALD,JACQUELINE,KIMBERLY,,2/17/56,TRUE,3 CAMBRIDGE PASS,SOUTH LAKE TAHOE,96152,S,5/1/15,TRUE,H3007378,1954162823,04100,04100-0006,FALSE,TRUE,
3270746,ROGERS,WILLIAM,JUDY,SR,8/30/73,TRUE,19 RED CLOUD PLACE,S LAKE TAHOE,96155,A,4/9/08,TRUE,H4981821,1666406783,04100,04100-0005,FALSE,FALSE,
4843166,JACOBS,PATRICK,DONALD,,6/22/36,TRUE,59 SACHTJEN LANE,SOUTH LAKE TAHOE,96155,S,9/5/08,TRUE,I3877361,1568472588,04100,04100-0008,TRUE,FALSE,PB
7763802,KELLY,JONATHAN,,,10/6/75,TRUE,08302 WASHINGTON PARK,ALPINE MEADOWS,96145,S,9/13/05,TRUE,I8794415,1611638071,04100,04100-0009,FALSE,FALSE,
1676365,RILEY,BARBARA,,,11/24/72,FALSE,00544 CHINOOK PARKWAY,ALPINE MEADOWS,96146,S,9/5/02,FALSE,I9583610,1721062378,04100,04100-0001,TRUE,TRUE,
3337695,MORALES,CHRISTOPHER,,,9/1/68,FALSE,4786 KINGS PARK,STATELINE,96157,S,12/10/04,FALSE,J0612551,1291853643,04100,04100-0007,FALSE,FALSE,PB
1782296,FRAZIER,JANE,,,10/9/94,TRUE,0542 KNUTSON TERRACE,S LAKE TAHOE,96155,A,5/17/11,TRUE,J3325049,1674397170,04100,04100-0008,FALSE,TRUE,
9126784,VASQUEZ,DENNIS,,,12/16/22,FALSE,550 LOEPRICH CENTER,SOUTH LAKE TAHOE,96152,A,1/3/01,TRUE,J7184960,1171794149,04100,04100-0007,FALSE,TRUE,
4829740,REED,EVELYN,,,11/27/66,TRUE,5 SERVICE DRIVE,ALPINE MEADOWS,96145,A,6/29/01,TRUE,J7560986,1955785562,04100,04100-0001,TRUE,FALSE,
8636388,FLORES,WAYNE,,,2/22/69,TRUE,49472 BROWN HILL,TAHOE PARADISE,96155,S,12/28/15,TRUE,J7843115,1893182037,04100,04100-0006,TRUE,FALSE,
9284970,GARZA,EDWARD,,,2/8/80,TRUE,41112 SUNDOWN PARK,MEYERS,96155,A,3/26/03,FALSE,K1131180,1179030454,04100,04100-0010,TRUE,TRUE,PB
5112076,HANSON,PAUL,ANTONIO,,1/23/78,FALSE,2338 PINE VIEW PLAZA,S LAKE TAHOE,96155,A,1/26/07,TRUE,K3013324,1598551720,04100,04100-0003,TRUE,TRUE,
7262227,MILLS,TODD,DIANE,,11/25/21,FALSE,02333 MARQUETTE HILL,STATELINE,96157,A,5/6/13,TRUE,K6021804,1649854982,04100,04100-0004,FALSE,TRUE,
8603775,RAY,DOROTHY,CHARLES,,4/29/53,FALSE,164 CORDELIA JUNCTION,ALPINE MDWS,96145,A,10/4/05,TRUE,L0602756,1615354365,04100,04100-0002,FALSE,TRUE,PB
8635511,HOWARD,JEAN,AMANDA,II,6/7/61,FALSE,28912 ACKER TRAIL,ALPINE MEADOWS,96145,S,2/6/00,FALSE,L1802380,1440024838,04100,04100-0008,FALSE,FALSE,
3875652,GRANT,SARAH,,,6/22/39,FALSE,9 GATEWAY CENTER,ALPINE MDWS,96146,A,4/10/08,FALSE,L2106935,1292219873,04100,04100-0008,TRUE,FALSE,
8531038,REID,RUBY,,,11/8/23,TRUE,834 BUNTING TERRACE,S LAKE TAHOE,96150,A,4/6/11,TRUE,L6263675,1272467412,04100,04100-0002,FALSE,FALSE,
2372873,GREENE,CATHERINE,,,4/26/67,FALSE,48 LUKKEN PASS,SOUTH LAKE TAHOE,96156,A,8/7/12,TRUE,L6677819,1717715267,04100,04100-0004,FALSE,TRUE,
3273251,BARNES,BETTY,,,12/14/97,FALSE,50549 FARWELL DRIVE,S LAKE TAHOE,96156,A,12/31/08,FALSE,L7893822,1017130879,04100,04100-0009,TRUE,FALSE,PB
6199586,LYNCH,ROBERT,,,12/29/34,FALSE,43 JOHNSON COURT,SOUTH LAKE TAHOE,96156,S,9/27/01,TRUE,L9074283,1190243237,04100,04100-0001,FALSE,TRUE,
2646601,SMITH,ANNE,,,2/4/59,FALSE,7 HELENA ROAD,TAHOE CITY,96146,A,1/13/05,FALSE,M4157894,1068611154,04100,04100-0003,TRUE,FALSE,
5649356,SCOTT,ARTHUR,FRANK,,12/9/70,TRUE,0 MILWAUKEE CENTER,KINGS BEACH,96143,A,9/29/08,TRUE,N1728740,1493918393,04100,04100-0004,TRUE,FALSE,PB
7479803,SIMMONS,SARAH,,,3/3/44,TRUE,8 SPENSER PARKWAY,SOUTH LAKE TAHOE,96157,A,2/15/11,FALSE,N4665763,1712381488,04100,04100-0001,TRUE,FALSE,
7318595,SIMPSON,STEVEN,,,1/17/23,TRUE,4 BLUE BILL PARK DRIVE,S LAKE TAHOE,96152,S,7/31/10,TRUE,N5427566,1210778259,04100,04100-0003,FALSE,FALSE,
2830637,STEVENS,ROBERT,,,9/27/63,TRUE,7627 PLEASURE HILL,BIJOU,96156,S,7/15/02,FALSE,O0733022,1754760908,04100,04100-0002,TRUE,FALSE,
6245620,JONES,SUSAN,,IV,2/8/41,FALSE,582 BANDING PARK,BROCKWAY,96143,S,11/4/02,TRUE,P9890792,1823936721,04100,04100-0007,FALSE,TRUE,
4274572,SMITH,MARK,FRANCES,,7/9/31,FALSE,5007 DELAWARE CIRCLE,ALPINE MDWS,96146,A,3/30/07,FALSE,Q0141060,1763236442,04100,04100-0004,FALSE,TRUE,
8624622,COLLINS,RUTH,,,6/8/76,TRUE,31 UPHAM TRAIL,BIJOU,96156,A,2/9/06,FALSE,Q2898778,1206406225,04100,04100-0010,TRUE,TRUE,
4399988,CUNNINGHAM,AMY,,,12/26/22,TRUE,4411 HINTZE HILL,OLYMPIC VALLEY,96146,A,7/20/11,TRUE,Q7787544,1901921265,04100,04100-0006,FALSE,FALSE,
1985238,BELL,SHAWN,CHRISTINE,,5/5/85,FALSE,58 GOLF COURSE PARK,SOUTH LAKE TAHOE,96157,A,12/10/09,FALSE,Q8743541,1211538497,04100,04100-0004,FALSE,FALSE,
8974870,ROBERTSON,ANDREA,,,11/17/76,TRUE,53 SUNBROOK COURT,S LAKE TAHOE,96157,A,12/9/12,FALSE,R0366439,1172556831,04100,04100-0006,FALSE,FALSE,
4406432,GREENE,TODD,,,4/24/85,FALSE,19963 MUIR PASS,TAHOE VISTA,96148,S,2/17/01,TRUE,R1439229,1316458401,04100,04100-0008,TRUE,TRUE,
1525682,PERRY,RAYMOND,,,10/31/47,FALSE,1 ONEILL JUNCTION,SOUTH LAKE TAHOE,96156,A,6/16/05,FALSE,R2860590,1169474528,04100,04100-0002,TRUE,FALSE,
4493722,WEAVER,ALAN,,,10/10/44,TRUE,85 BOYD AVENUE,BIJOU,96156,A,11/9/04,TRUE,S1390072,1761776739,04100,04100-0001,FALSE,TRUE,
1413751,MYERS,ALICE,,,3/9/86,FALSE,883 LAKEWOOD PLAZA,S LAKE TAHOE,96151,S,2/19/08,FALSE,T3416083,1680473328,04100,04100-0002,TRUE,FALSE,
7835258,YOUNG,BRANDON,JACQUELINE,,12/16/44,TRUE,3757 SAINT PAUL STREET,S LAKE TAHOE,96154,A,3/13/09,FALSE,U3257477,1283666025,04100,04100-0009,FALSE,TRUE,
4329791,WALKER,JANICE,,,4/11/55,TRUE,7 BONNER AVENUE,SOUTH LAKE TAHOE,96151,A,7/16/06,FALSE,U4445422,1506282853,04100,04100-0003,FALSE,FALSE,
6124158,CRUZ,DANIEL,,,7/2/34,TRUE,98273 DAYSTAR TERRACE,S LAKE TAHOE,96157,A,10/2/06,TRUE,U5691718,1254346066,04100,04100-0008,TRUE,FALSE,
3510974,PETERSON,BRENDA,ALBERT,,9/6/88,FALSE,37 BRENTWOOD POINT,BROCKWAY,96143,S,1/8/12,FALSE,V1819215,1657341285,04100,04100-0010,TRUE,TRUE,PB
7366841,HOWELL,ROGER,,,12/9/27,TRUE,32 RIVERSIDE TRAIL,ALPINE MEADOWS,96146,A,7/5/06,TRUE,V2500022,1248366908,04100,04100-0006,FALSE,FALSE,PB
8027739,SCOTT,KENNETH,CHRISTINA,,2/16/51,TRUE,21104 ONEILL CROSSING,TAHOE CITY,96146,A,11/7/11,TRUE,V3354171,1470761242,04100,04100-0010,FALSE,FALSE,
3849230,BANKS,LAWRENCE,,,6/28/42,FALSE,7 RIEDER HILL,BIJOU,96156,A,10/23/09,FALSE,V8029942,1477516146,04100,04100-0002,TRUE,TRUE,
4413377,ROSS,RAYMOND,SEAN,,6/21/77,FALSE,534 HAAS ALLEY,KINGS BEACH,96143,A,4/27/09,TRUE,W4361658,1873860908,04100,04100-0003,FALSE,FALSE,PB
3605025,WILLIS,KEITH,,,6/18/52,TRUE,460 MARYLAND COURT,MEYERS,96155,A,12/21/01,FALSE,W4388447,1585111877,04100,04100-0006,FALSE,TRUE,
1158440,GRAHAM,PATRICIA,CHARLES,,11/4/68,FALSE,9081 COLORADO PARK,SOUTH LAKE TAHOE,96156,A,5/2/02,TRUE,W6000271,1287246567,04100,04100-0009,TRUE,TRUE,
7754206,BROOKS,ANGELA,PATRICK,,9/16/86,TRUE,9 KINSMAN STREET,SOUTH LAKE TAHOE,96151,A,6/30/11,FALSE,W7096838,1125299814,04100,04100-0002,FALSE,FALSE,
6972106,SNYDER,DAVID,,,7/20/77,FALSE,099 BASHFORD PLACE,SOUTH LAKE TAHOE,96155,S,4/7/04,TRUE,W7139792,1600806217,04100,04100-0004,FALSE,FALSE,
8307912,COX,LAWRENCE,,,5/20/56,TRUE,2276 SUNDOWN PLAZA,ALPINE MEADOWS,96145,A,5/24/15,FALSE,X9340102,1393250355,04100,04100-0008,FALSE,FALSE,
9233048,COOK,PHILLIP,,,9/28/80,FALSE,1204 WASHINGTON ROAD,S LAKE TAHOE,96157,A,8/30/09,FALSE,Y1258663,1021499431,04100,04100-0010,TRUE,FALSE,
2969280,GONZALEZ,AARON,,,5/4/86,TRUE,08 EASTLAWN HILL,SOUTH LAKE TAHOE,96156,A,3/2/08,FALSE,Y3743253,1411460025,04100,04100-0003,TRUE,FALSE,
5347187,HALL,WALTER,,,4/2/89,TRUE,055 SUNDOWN TRAIL,ALPINE MEADOWS,96146,A,6/27/14,TRUE,Y9697713,1620963224,04100,04100-0002,TRUE,TRUE,
2928473,HOWELL,CARL,,,10/21/40,TRUE,77561 CRESCENT OAKS DRIVE,MEYERS,96155,S,3/2/02,FALSE,Z0864170,1004973861,04100,04100-0006,TRUE,FALSE,
5100444,OLSON,DONNA,,,4/26/22,FALSE,31 NELSON TRAIL,S LAKE TAHOE,96150,S,10/13/08,FALSE,Z2502061,1041573080,04100,04100-0009,TRUE,FALSE,
8202096,OLSON,DIANE,,,5/18/74,FALSE,25549 SCHMEDEMAN PLAZA,ALPINE MDWS,96145,S,4/23/12,FALSE,Z8070650,1947759802,04100,04100-0004,TRUE,FALSE,PB
4260284,LARSON,MARIE,,,7/13/77,FALSE,5 CHARING CROSS STREET,BROCKWAY,96143,S,6/11/15,TRUE,Z8262992,1561668546,04100,04100-0008,FALSE,TRUE,
1106911,ROSS,MARK,,,10/6/95,TRUE,6568 LIEN WAY,TAHOE CITY,96146,S,6/15/04,TRUE,,1044222920,04100,04100-0007,FALSE,TRUE,
1261667,RILEY,KATHLEEN,,IV,6/21/48,FALSE,2852 BULTMAN ALLEY,SOUTH LAKE TAHOE,96157,S,3/10/15,FALSE,,1186438701,04100,04100-0003,FALSE,TRUE,
1417914,FOSTER,RICHARD,CARL,,6/17/29,TRUE,670 ELGAR TRAIL,TAHOE VISTA,96148,S,3/7/03,TRUE,,1121925295,04100,04100-0010,TRUE,FALSE,PB
1959302,PATTERSON,MATTHEW,,,3/21/40,FALSE,62 SUMMIT WAY,SOUTH LAKE TAHOE,96156,A,10/3/01,FALSE,,1579652704,04100,04100-0006,FALSE,TRUE,PB
2799495,WATKINS,KELLY,SUSAN,,2/11/60,FALSE,63456 LOTHEVILLE POINT,SOUTH LAKE TAHOE,96157,A,10/4/02,TRUE,,1202109631,04100,04100-0007,FALSE,TRUE,PB
3402223,WILSON,RUBY,,,10/3/70,FALSE,4531 REINKE JUNCTION,SOUTH LAKE TAHOE,96150,S,9/12/13,TRUE,,1772364757,04100,04100-0005,TRUE,TRUE,
3587773,FULLER,SHARON,,,2/9/29,FALSE,48 KENNEDY STREET,SOUTH LAKE TAHOE,96151,S,6/4/15,FALSE,,1615320471,04100,04100-0006,FALSE,FALSE,
4294827,CARTER,BRUCE,,,6/25/58,FALSE,88698 MUIR DRIVE,MEYERS,96155,S,2/6/03,FALSE,,1348940032,04100,04100-0008,TRUE,FALSE,
5239412,DUNN,RANDY,,,12/27/76,FALSE,850 LUNDER JUNCTION,SOUTH LAKE TAHOE,96154,S,9/20/02,TRUE,,1370713265,04100,04100-0002,TRUE,TRUE,
6860852,RODRIGUEZ,EVELYN,,,4/28/73,FALSE,086 HELENA HILL,TAHOE PARADISE,96155,A,8/17/10,FALSE,,1529671986,04100,04100-0005,FALSE,FALSE,
7655456,HUNTER,CLARENCE,WILLIE,,10/19/49,FALSE,4 MARCY STREET,SOUTH LAKE TAHOE,96151,A,10/28/08,TRUE,,1170063484,04100,04100-0006,TRUE,TRUE,PB
8341609,NELSON,NANCY,,,3/4/72,FALSE,13743 HARBORT CENTER,TAHOE CITY,96145,S,1/15/00,FALSE,,1906320275,04100,04100-0004,TRUE,TRUE,
9023831,THOMPSON,JOHN,,,8/18/22,FALSE,37637 DAVID HILL,SOUTH LAKE TAHOE,96155,S,11/5/01,FALSE,,1766526979,04100,04100-0009,FALSE,FALSE,
9480928,WILLIS,JOYCE,,,5/15/85,FALSE,822 GINA PASS,S LAKE TAHOE,96150,A,9/12/10,TRUE,,1926772171,04100,04100-0008,FALSE,TRUE,
3492389,CHAPMAN,DEBORAH,MARK,,10/1/25,FALSE,91 SUPERIOR CROSSING,TAHOMA,96142,A,9/15/06,TRUE,A0221942,1007246473,04090,04090-0003,TRUE,FALSE,
3474450,PETERS,RANDY,,,6/12/58,FALSE,29507 PORTAGE COURT,SUSANVILLE,96130,S,5/16/02,TRUE,A0317917,1179904444,04090,04090-0008,FALSE,FALSE,
8993855,PEREZ,JUDY,,,7/8/55,TRUE,4 MAYFIELD DRIVE,CLEAR CREEK,96137,S,12/26/05,TRUE,A5896175,1868245331,04090,04090-0002,TRUE,TRUE,
3456157,ROSS,KATHERINE,,,5/14/51,FALSE,9872 FOREST DALE CROSSING,LAKE ALMANOR,96137,S,3/8/06,TRUE,A8666371,1978468339,04090,04090-0009,FALSE,TRUE,
